"","date","company_name","revenue"
"62",2013-01-01,"010000062",46
"63",2013-01-01,"010000063",17
"64",2013-01-01,"010000064",11
"65",2013-01-01,"010000065",41
"66",2013-01-01,"010000066",54
"67",2013-01-01,"010000067",22
"68",2013-01-01,"010000068",30
"69",2013-01-01,"010000069",7
"70",2013-01-01,"010000070",13
"71",2013-01-01,"010000071",-17
"72",2013-01-01,"010000072",33
"73",2013-01-01,"010000073",36
"74",2013-01-01,"010000074",45
"75",2013-01-01,"010000075",34
"76",2013-01-01,"010000076",53
"77",2013-01-01,"010000077",-8
"78",2013-01-01,"010000078",17
"79",2013-01-01,"010000079",72
"80",2013-01-01,"010000080",51
"81",2013-01-01,"010000081",22
"82",2013-01-01,"010000082",27
"83",2013-01-01,"010000083",2
"84",2013-01-01,"010000084",15
"85",2013-01-01,"010000085",13
"86",2013-01-01,"010000086",18
"87",2013-01-01,"010000087",28
"88",2013-01-01,"010000088",26
"89",2013-01-01,"010000089",45
"90",2013-01-01,"010000090",43
"91",2013-01-01,"010000091",53
"92",2013-01-01,"010000092",50
"93",2013-01-01,"010000093",26
"94",2013-01-01,"010000094",22
"95",2013-01-01,"010000095",49
"96",2013-01-01,"010000096",41
"97",2013-01-01,"010000097",15
"98",2013-01-01,"010000098",45
"99",2013-01-01,"010000099",51
"100",2013-01-01,"010000100",36
"101",2013-01-01,"010000101",50
"102",2013-01-01,"010000102",36
"103",2013-01-01,"010000103",50
"104",2013-01-01,"010000104",9
"105",2013-01-01,"010000105",9
"106",2013-01-01,"010000106",11
"107",2013-01-01,"010000107",30
"108",2013-01-01,"010000108",61
"109",2013-01-01,"010000109",13
"110",2013-01-01,"010000110",4
"111",2013-01-01,"010000111",32
"112",2013-01-01,"010000112",61
"113",2013-01-01,"010000113",80
"114",2013-01-01,"010000114",17
"115",2013-01-01,"010000115",43
"116",2013-01-01,"010000116",19
"117",2013-01-01,"010000117",3
"118",2013-01-01,"010000118",36
"119",2013-01-01,"010000119",25
"120",2013-01-01,"010000120",33
"121",2013-01-01,"010000121",5
"122",2013-01-01,"010000122",34
"123",2013-01-01,"010000123",55
"124",2013-01-01,"010000124",38
"125",2013-01-01,"010000125",56
"126",2013-01-01,"010000126",2
"127",2013-01-01,"010000127",46
"128",2013-01-01,"010000128",20
"129",2013-01-01,"010000129",50
"130",2013-01-01,"010000130",30
"131",2013-01-01,"010000131",32
"132",2013-01-01,"010000132",4
"133",2013-01-01,"010000133",38
"134",2013-01-01,"010000134",24
"135",2013-01-01,"010000135",38
"136",2013-01-01,"010000136",58
"137",2013-01-01,"010000137",50
"138",2013-01-01,"010000138",7
"139",2013-01-01,"010000139",-4
"140",2013-01-01,"010000140",-3
"141",2013-01-01,"010000141",56
"142",2013-01-01,"010000142",7
"143",2013-01-01,"010000143",-4
"144",2013-01-01,"010000144",9
"145",2013-01-01,"010000145",16
"146",2013-01-01,"010000146",40
"147",2013-01-01,"010000147",28
"148",2013-01-01,"010000148",26
"149",2013-01-01,"010000149",45
"150",2013-01-01,"010000150",25
"151",2013-01-01,"010000151",67
"152",2013-01-01,"010000152",14
"153",2013-01-01,"010000153",8
"154",2013-01-01,"010000154",14
"155",2013-01-01,"010000155",37
"156",2013-01-01,"010000156",91
"157",2013-01-01,"010000157",21
"158",2013-01-01,"010000158",69
"159",2013-01-01,"010000159",66
"160",2013-01-01,"010000160",26
"161",2013-01-01,"010000161",64
"162",2013-01-01,"010000162",21
"163",2013-01-01,"010000163",50
"164",2013-01-01,"010000164",24
"165",2013-01-01,"010000165",23
"166",2013-01-01,"010000166",36
"167",2013-01-01,"010000167",25
"168",2013-01-01,"010000168",18
"169",2013-01-01,"010000169",99
"170",2013-01-01,"010000170",45
"171",2013-01-01,"010000171",30
"172",2013-01-01,"010000172",50
"173",2013-01-01,"010000173",47
"174",2013-01-01,"010000174",53
"175",2013-01-01,"010000175",22
"176",2013-01-01,"010000176",59
"177",2013-01-01,"010000177",37
"178",2013-01-01,"010000178",60
"179",2013-01-01,"010000179",15
"180",2013-01-01,"010000180",18
"181",2013-01-01,"010000181",24
"182",2013-01-01,"010000182",45
"183",2013-01-01,"010000183",5
"184",2013-01-01,"010000184",40
"185",2013-01-01,"010000185",15
"186",2013-01-01,"010000186",58
"187",2013-01-01,"010000187",46
"188",2013-01-01,"010000188",47
"189",2013-01-01,"010000189",39
"190",2013-01-01,"010000190",37
"191",2013-01-01,"010000191",50
"192",2013-01-01,"010000192",15
"193",2013-01-01,"010000193",-7
"194",2013-01-01,"010000194",18
"195",2013-01-01,"010000195",25
"196",2013-01-01,"010000196",83
"197",2013-01-01,"010000197",19
"198",2013-01-01,"010000198",9
"199",2013-01-01,"010000199",32
"200",2013-01-01,"010000200",66
"201",2013-01-01,"010000201",21
"202",2013-01-01,"010000202",13
"203",2013-01-01,"010000203",28
"204",2013-01-01,"010000204",24
"205",2013-01-01,"010000205",16
"206",2013-01-01,"010000206",65
"207",2013-01-01,"010000207",33
"208",2013-01-01,"010000208",30
"209",2013-01-01,"010000209",13
"210",2013-01-01,"010000210",48
"211",2013-01-01,"010000211",27
"212",2013-01-01,"010000212",35
"213",2013-01-01,"010000213",41
"214",2013-01-01,"010000214",-2
"215",2013-01-01,"010000215",55
"216",2013-01-01,"010000216",42
"217",2013-01-01,"010000217",42
"218",2013-01-01,"010000218",-3
"219",2013-01-01,"010000219",43
"220",2013-01-01,"010000220",53
"221",2013-01-01,"010000221",55
"222",2013-01-01,"010000222",25
"223",2013-01-01,"010000223",21
"224",2013-01-01,"010000224",34
"225",2013-01-01,"010000225",16
"226",2013-01-01,"010000226",51
"227",2013-01-01,"010000227",35
"228",2013-01-01,"010000228",20
"229",2013-01-01,"010000229",19
"230",2013-01-01,"010000230",33
"231",2013-01-01,"010000231",30
"232",2013-01-01,"010000232",45
"233",2013-01-01,"010000233",6
"234",2013-01-01,"010000234",20
"235",2013-01-01,"010000235",8
"236",2013-01-01,"010000236",-5
"237",2013-01-01,"010000237",36
"238",2013-01-01,"010000238",50
"239",2013-01-01,"010000239",28
"240",2013-01-01,"010000240",50
"241",2013-01-01,"010000241",27
"242",2013-01-01,"010000242",17
"243",2013-01-01,"010000243",16
"244",2013-01-01,"010000244",-6
"245",2013-01-01,"010000245",10
"246",2013-01-01,"010000246",66
"247",2013-01-01,"010000247",30
"248",2013-01-01,"010000248",20
"249",2013-01-01,"010000249",27
"250",2013-01-01,"010000250",21
"251",2013-01-01,"010000251",25
"252",2013-01-01,"010000252",21
"253",2013-01-01,"010000253",35
"254",2013-01-01,"010000254",33
"255",2013-01-01,"010000255",65
"256",2013-01-01,"010000256",14
"257",2013-01-01,"010000257",35
"258",2013-01-01,"010000258",44
"259",2013-01-01,"010000259",25
"260",2013-01-01,"010000260",40
"261",2013-01-01,"010000261",35
"262",2013-01-01,"010000262",33
"263",2013-01-01,"010000263",42
"264",2013-01-01,"010000264",18
"265",2013-01-01,"010000265",24
"266",2013-01-01,"010000266",51
"267",2013-01-01,"010000267",79
"268",2013-01-01,"010000268",56
"269",2013-01-01,"010000269",28
"270",2013-01-01,"010000270",33
"271",2013-01-01,"010000271",54
"272",2013-01-01,"010000272",54
"273",2013-01-01,"010000273",13
"274",2013-01-01,"010000274",4
"275",2013-01-01,"010000275",56
"276",2013-01-01,"010000276",51
"277",2013-01-01,"010000277",14
"278",2013-01-01,"010000278",41
"279",2013-01-01,"010000279",6
"280",2013-01-01,"010000280",54
"281",2013-01-01,"010000281",71
"282",2013-01-01,"010000282",49
"283",2013-01-01,"010000283",36
"284",2013-01-01,"010000284",51
"285",2013-01-01,"010000285",53
"286",2013-01-01,"010000286",59
"287",2013-01-01,"010000287",34
"288",2013-01-01,"010000288",51
"289",2013-01-01,"010000289",40
"290",2013-01-01,"010000290",60
"291",2013-01-01,"010000291",10
"292",2013-01-01,"010000292",47
"293",2013-01-01,"010000293",29
"294",2013-01-01,"010000294",-1
"295",2013-01-01,"010000295",38
"296",2013-01-01,"010000296",12
"297",2013-01-01,"010000297",10
"298",2013-01-01,"010000298",36
"299",2013-01-01,"010000299",18
"300",2013-01-01,"010000300",25
"301",2013-01-01,"010000301",21
"302",2013-01-01,"010000302",69
"303",2013-01-01,"010000303",50
"304",2013-01-01,"010000304",20
"305",2013-01-01,"010000305",26
"306",2013-01-01,"010000306",-5
"307",2013-01-01,"010000307",-10
"308",2013-01-01,"010000308",41
"309",2013-01-01,"010000309",36
"310",2013-01-01,"010000310",14
"311",2013-01-01,"010000311",39
"312",2013-01-01,"010000312",97
"313",2013-01-01,"010000313",70
"314",2013-01-01,"010000314",83
"315",2013-01-01,"010000315",30
"316",2013-01-01,"010000316",62
"317",2013-01-01,"010000317",16
"318",2013-01-01,"010000318",11
"319",2013-01-01,"010000319",17
"320",2013-01-01,"010000320",49
"321",2013-01-01,"010000321",46
"322",2013-01-01,"010000322",-19
"323",2013-01-01,"010000323",10
"324",2013-01-01,"010000324",32
"325",2013-01-01,"010000325",44
"326",2013-01-01,"010000326",14
"327",2013-01-01,"010000327",8
"328",2013-01-01,"010000328",17
"329",2013-01-01,"010000329",47
"330",2013-01-01,"010000330",45
"331",2013-01-01,"010000331",35
"332",2013-01-01,"010000332",11
"333",2013-01-01,"010000333",22
"334",2013-01-01,"010000334",9
"335",2013-01-01,"010000335",79
"336",2013-01-01,"010000336",10
"337",2013-01-01,"010000337",36
"338",2013-01-01,"010000338",37
"339",2013-01-01,"010000339",50
"340",2013-01-01,"010000340",40
"341",2013-01-01,"010000341",58
"342",2013-01-01,"010000342",21
"343",2013-01-01,"010000343",43
"344",2013-01-01,"010000344",28
"345",2013-01-01,"010000345",52
"346",2013-01-01,"010000346",37
"347",2013-01-01,"010000347",54
"348",2013-01-01,"010000348",66
"349",2013-01-01,"010000349",-11
"350",2013-01-01,"010000350",35
"351",2013-01-01,"010000351",5
"352",2013-01-01,"010000352",43
"353",2013-01-01,"010000353",28
"354",2013-01-01,"010000354",34
"355",2013-01-01,"010000355",59
"356",2013-01-01,"010000356",-2
"357",2013-01-01,"010000357",26
"358",2013-01-01,"010000358",3
"359",2013-01-01,"010000359",43
"360",2013-01-01,"010000360",45
"361",2013-01-01,"010000361",4
"362",2013-01-01,"010000362",34
"363",2013-01-01,"010000363",3
"364",2013-01-01,"010000364",33
"365",2013-01-01,"010000365",8
"366",2013-01-01,"010000366",29
"367",2013-01-01,"010000367",17
"368",2013-01-01,"010000368",45
"369",2013-01-01,"010000369",10
"370",2013-01-01,"010000370",47
"371",2013-01-01,"010000371",26
"372",2013-01-01,"010000372",31
"373",2013-01-01,"010000373",22
"374",2013-01-01,"010000374",42
"375",2013-01-01,"010000375",15
"376",2013-01-01,"010000376",38
"377",2013-01-01,"010000377",41
"378",2013-01-01,"010000378",22
"379",2013-01-01,"010000379",61
"380",2013-01-01,"010000380",41
"381",2013-01-01,"010000381",30
"382",2013-01-01,"010000382",15
"383",2013-01-01,"010000383",50
"384",2013-01-01,"010000384",51
"385",2013-01-01,"010000385",42
"386",2013-01-01,"010000386",35
"387",2013-01-01,"010000387",31
"388",2013-01-01,"010000388",24
"389",2013-01-01,"010000389",38
"390",2013-01-01,"010000390",29
"391",2013-01-01,"010000391",15
"392",2013-01-01,"010000392",-48
"393",2013-01-01,"010000393",6
"394",2013-01-01,"010000394",51
"395",2013-01-01,"010000395",30
"396",2013-01-01,"010000396",-3
"397",2013-01-01,"010000397",42
"398",2013-01-01,"010000398",19
"399",2013-01-01,"010000399",19
"400",2013-01-01,"010000400",28
"401",2013-01-01,"010000401",43
"402",2013-01-01,"010000402",19
"403",2013-01-01,"010000403",-17
"404",2013-01-01,"010000404",11
"405",2013-01-01,"010000405",56
"406",2013-01-01,"010000406",63
"407",2013-01-01,"010000407",20
"408",2013-01-01,"010000408",11
"409",2013-01-01,"010000409",51
"410",2013-01-01,"010000410",-10
"411",2013-01-01,"010000411",49
"412",2013-01-01,"010000412",46
"413",2013-01-01,"010000413",2
"414",2013-01-01,"010000414",36
"415",2013-01-01,"010000415",31
"416",2013-01-01,"010000416",35
"417",2013-01-01,"010000417",7
"418",2013-01-01,"010000418",30
"419",2013-01-01,"010000419",4
"420",2013-01-01,"010000420",35
"421",2013-01-01,"010000421",65
"422",2013-01-01,"010000422",15
"423",2013-01-01,"010000423",28
"424",2013-01-01,"010000424",49
"425",2013-01-01,"010000425",9
"426",2013-01-01,"010000426",37
"427",2013-01-01,"010000427",15
"428",2013-01-01,"010000428",41
"429",2013-01-01,"010000429",8
"430",2013-01-01,"010000430",9
"431",2013-01-01,"010000431",10
"432",2013-01-01,"010000432",13
"433",2013-01-01,"010000433",32
"434",2013-01-01,"010000434",12
"435",2013-01-01,"010000435",24
"436",2013-01-01,"010000436",32
"437",2013-01-01,"010000437",37
"438",2013-01-01,"010000438",14
"439",2013-01-01,"010000439",51
"440",2013-01-01,"010000440",19
"441",2013-01-01,"010000441",43
"442",2013-01-01,"010000442",24
"443",2013-01-01,"010000443",82
"444",2013-01-01,"010000444",36
"445",2013-01-01,"010000445",38
"446",2013-01-01,"010000446",9
"447",2013-01-01,"010000447",23
"448",2013-01-01,"010000448",67
"449",2013-01-01,"010000449",45
"450",2013-01-01,"010000450",4
"451",2013-01-01,"010000451",54
"452",2013-01-01,"010000452",22
"453",2013-01-01,"010000453",14
"454",2013-01-01,"010000454",63
"455",2013-01-01,"010000455",18
"456",2013-01-01,"010000456",39
"457",2013-01-01,"010000457",43
"458",2013-01-01,"010000458",-19
"459",2013-01-01,"010000459",12
"460",2013-01-01,"010000460",38
"461",2013-01-01,"010000461",64
"462",2013-01-01,"010000462",36
"463",2013-01-01,"010000463",4
"464",2013-01-01,"010000464",29
"465",2013-01-01,"010000465",29
"466",2013-01-01,"010000466",26
"467",2013-01-01,"010000467",23
"468",2013-01-01,"010000468",43
"469",2013-01-01,"010000469",57
"470",2013-01-01,"010000470",45
"471",2013-01-01,"010000471",32
"472",2013-01-01,"010000472",40
"473",2013-01-01,"010000473",52
"474",2013-01-01,"010000474",17
"475",2013-01-01,"010000475",53
"476",2013-01-01,"010000476",9
"477",2013-01-01,"010000477",65
"478",2013-01-01,"010000478",16
"479",2013-01-01,"010000479",-3
"480",2013-01-01,"010000480",17
"481",2013-01-01,"010000481",40
"482",2013-01-01,"010000482",11
"483",2013-01-01,"010000483",17
"484",2013-01-01,"010000484",21
"485",2013-01-01,"010000485",6
"486",2013-01-01,"010000486",62
"487",2013-01-01,"010000487",31
"488",2013-01-01,"010000488",9
"489",2013-01-01,"010000489",-11
"490",2013-01-01,"010000490",52
"491",2013-01-01,"010000491",-2
"492",2013-01-01,"010000492",88
"493",2013-01-01,"010000493",43
"494",2013-01-01,"010000494",21
"495",2013-01-01,"010000495",30
"496",2013-01-01,"010000496",5
"497",2013-01-01,"010000497",20
"498",2013-01-01,"010000498",4
"499",2013-01-01,"010000499",6
"500",2013-01-01,"010000500",-39
"501",2013-01-01,"010000501",17
"502",2013-01-01,"010000502",76
"503",2013-01-01,"010000503",40
"504",2013-01-01,"010000504",-2
"505",2013-01-01,"010000505",40
"506",2013-01-01,"010000506",40
"507",2013-01-01,"010000507",44
"508",2013-01-01,"010000508",47
"509",2013-01-01,"010000509",43
"510",2013-01-01,"010000510",56
"511",2013-01-01,"010000511",12
"512",2013-01-01,"010000512",46
"513",2013-01-01,"010000513",1
"514",2013-01-01,"010000514",60
"515",2013-01-01,"010000515",38
"516",2013-01-01,"010000516",3
"517",2013-01-01,"010000517",3
"518",2013-01-01,"010000518",21
"519",2013-01-01,"010000519",32
"520",2013-01-01,"010000520",65
"521",2013-01-01,"010000521",35
"522",2013-01-01,"010000522",33
"523",2013-01-01,"010000523",4
"524",2013-01-01,"010000524",37
"525",2013-01-01,"010000525",1
"526",2013-01-01,"010000526",50
"527",2013-01-01,"010000527",37
"528",2013-01-01,"010000528",22
"529",2013-01-01,"010000529",38
"530",2013-01-01,"010000530",29
"531",2013-01-01,"010000531",48
"532",2013-01-01,"010000532",28
"533",2013-01-01,"010000533",28
"534",2013-01-01,"010000534",38
"535",2013-01-01,"010000535",39
"536",2013-01-01,"010000536",5
"537",2013-01-01,"010000537",25
"538",2013-01-01,"010000538",22
"539",2013-01-01,"010000539",52
"540",2013-01-01,"010000540",53
"541",2013-01-01,"010000541",12
"542",2013-01-01,"010000542",36
"543",2013-01-01,"010000543",21
"544",2013-01-01,"010000544",63
"545",2013-01-01,"010000545",-17
"546",2013-01-01,"010000546",83
"547",2013-01-01,"010000547",8
"548",2013-01-01,"010000548",29
"549",2013-01-01,"010000549",45
"550",2013-01-01,"010000550",51
"551",2013-01-01,"010000551",32
"552",2013-01-01,"010000552",2
"553",2013-01-01,"010000553",27
"554",2013-01-01,"010000554",48
"555",2013-01-01,"010000555",40
"556",2013-01-01,"010000556",40
"557",2013-01-01,"010000557",37
"558",2013-01-01,"010000558",27
"559",2013-01-01,"010000559",40
"560",2013-01-01,"010000560",-8
"561",2013-01-01,"010000561",43
"562",2013-01-01,"010000562",30
"563",2013-01-01,"010000563",61
"564",2013-01-01,"010000564",14
"565",2013-01-01,"010000565",19
"566",2013-01-01,"010000566",51
"567",2013-01-01,"010000567",46
"568",2013-01-01,"010000568",-6
"569",2013-01-01,"010000569",15
"570",2013-01-01,"010000570",27
"571",2013-01-01,"010000571",43
"572",2013-01-01,"010000572",-4
"573",2013-01-01,"010000573",36
"574",2013-01-01,"010000574",18
"575",2013-01-01,"010000575",11
"576",2013-01-01,"010000576",51
"577",2013-01-01,"010000577",5
"578",2013-01-01,"010000578",47
"579",2013-01-01,"010000579",60
"580",2013-01-01,"010000580",12
"581",2013-01-01,"010000581",34
"582",2013-01-01,"010000582",57
"583",2013-01-01,"010000583",39
"584",2013-01-01,"010000584",40
"585",2013-01-01,"010000585",48
"586",2013-01-01,"010000586",62
"587",2013-01-01,"010000587",9
"588",2013-01-01,"010000588",31
"589",2013-01-01,"010000589",14
"590",2013-01-01,"010000590",24
"591",2013-01-01,"010000591",15
"592",2013-01-01,"010000592",22
"593",2013-01-01,"010000593",8
"594",2013-01-01,"010000594",28
"595",2013-01-01,"010000595",22
"596",2013-01-01,"010000596",40
"597",2013-01-01,"010000597",14
"598",2013-01-01,"010000598",13
"599",2013-01-01,"010000599",18
"600",2013-01-01,"010000600",46
"601",2013-01-01,"010000601",31
"602",2013-01-01,"010000602",12
"603",2013-01-01,"010000603",13
"604",2013-01-01,"010000604",30
"605",2013-01-01,"010000605",-14
"606",2013-01-01,"010000606",50
"607",2013-01-01,"010000607",40
"608",2013-01-01,"010000608",25
"609",2013-01-01,"010000609",15
"610",2013-01-01,"010000610",18
"611",2013-01-01,"010000611",37
"612",2013-01-01,"010000612",25
"613",2013-01-01,"010000613",36
"614",2013-01-01,"010000614",33
"615",2013-01-01,"010000615",13
"616",2013-01-01,"010000616",18
"617",2013-01-01,"010000617",4
"618",2013-01-01,"010000618",25
"619",2013-01-01,"010000619",37
"620",2013-01-01,"010000620",30
"621",2013-01-01,"010000621",48
"622",2013-01-01,"010000622",44
"623",2013-01-01,"010000623",42
"624",2013-01-01,"010000624",66
"625",2013-01-01,"010000625",56
"626",2013-01-01,"010000626",77
"627",2013-01-01,"010000627",45
"628",2013-01-01,"010000628",59
"629",2013-01-01,"010000629",47
"630",2013-01-01,"010000630",46
"631",2013-01-01,"010000631",19
"632",2013-01-01,"010000632",-7
"633",2013-01-01,"010000633",44
"634",2013-01-01,"010000634",13
"635",2013-01-01,"010000635",25
"636",2013-01-01,"010000636",11
"637",2013-01-01,"010000637",23
"638",2013-01-01,"010000638",22
"639",2013-01-01,"010000639",-6
"640",2013-01-01,"010000640",33
"641",2013-01-01,"010000641",20
"642",2013-01-01,"010000642",7
"643",2013-01-01,"010000643",70
"644",2013-01-01,"010000644",26
"645",2013-01-01,"010000645",48
"646",2013-01-01,"010000646",5
"647",2013-01-01,"010000647",46
"648",2013-01-01,"010000648",16
"649",2013-01-01,"010000649",68
"650",2013-01-01,"010000650",34
"651",2013-01-01,"010000651",15
"652",2013-01-01,"010000652",44
"653",2013-01-01,"010000653",41
"654",2013-01-01,"010000654",34
"655",2013-01-01,"010000655",48
"656",2013-01-01,"010000656",23
"657",2013-01-01,"010000657",13
"658",2013-01-01,"010000658",4
"659",2013-01-01,"010000659",18
"660",2013-01-01,"010000660",61
"661",2013-01-01,"010000661",35
"662",2013-01-01,"010000662",40
"663",2013-01-01,"010000663",21
"664",2013-01-01,"010000664",47
"665",2013-01-01,"010000665",48
"666",2013-01-01,"010000666",54
"667",2013-01-01,"010000667",37
"668",2013-01-01,"010000668",82
"669",2013-01-01,"010000669",16
"670",2013-01-01,"010000670",26
"671",2013-01-01,"010000671",15
"672",2013-01-01,"010000672",31
"673",2013-01-01,"010000673",6
"674",2013-01-01,"010000674",24
"675",2013-01-01,"010000675",20
"676",2013-01-01,"010000676",35
"677",2013-01-01,"010000677",19
"678",2013-01-01,"010000678",39
"679",2013-01-01,"010000679",63
"680",2013-01-01,"010000680",22
"681",2013-01-01,"010000681",45
"682",2013-01-01,"010000682",73
"683",2013-01-01,"010000683",56
"684",2013-01-01,"010000684",16
"685",2013-01-01,"010000685",-24
"686",2013-01-01,"010000686",41
"687",2013-01-01,"010000687",43
"688",2013-01-01,"010000688",60
"689",2013-01-01,"010000689",2
"690",2013-01-01,"010000690",29
"691",2013-01-01,"010000691",31
"692",2013-01-01,"010000692",17
"693",2013-01-01,"010000693",36
"694",2013-01-01,"010000694",3
"695",2013-01-01,"010000695",36
"696",2013-01-01,"010000696",80
"697",2013-01-01,"010000697",51
"698",2013-01-01,"010000698",19
"699",2013-01-01,"010000699",36
"700",2013-01-01,"010000700",33
"701",2013-01-01,"010000701",49
"702",2013-01-01,"010000702",24
"703",2013-01-01,"010000703",13
"704",2013-01-01,"010000704",64
"705",2013-01-01,"010000705",29
"706",2013-01-01,"010000706",26
"707",2013-01-01,"010000707",52
"708",2013-01-01,"010000708",19
"709",2013-01-01,"010000709",32
"710",2013-01-01,"010000710",47
"711",2013-01-01,"010000711",51
"712",2013-01-01,"010000712",19
"713",2013-01-01,"010000713",71
"714",2013-01-01,"010000714",31
"715",2013-01-01,"010000715",-22
"716",2013-01-01,"010000716",43
"717",2013-01-01,"010000717",35
"718",2013-01-01,"010000718",13
"719",2013-01-01,"010000719",28
"720",2013-01-01,"010000720",58
"721",2013-01-01,"010000721",-17
"722",2013-01-01,"010000722",-4
"723",2013-01-01,"010000723",65
"724",2013-01-01,"010000724",33
"725",2013-01-01,"010000725",8
"726",2013-01-01,"010000726",54
"727",2013-01-01,"010000727",40
"728",2013-01-01,"010000728",21
"729",2013-01-01,"010000729",12
"730",2013-01-01,"010000730",62
"731",2013-01-01,"010000731",54
"732",2013-01-01,"010000732",21
"733",2013-01-01,"010000733",25
"734",2013-01-01,"010000734",30
"735",2013-01-01,"010000735",65
"736",2013-01-01,"010000736",85
"737",2013-01-01,"010000737",40
"738",2013-01-01,"010000738",-12
"739",2013-01-01,"010000739",25
"740",2013-01-01,"010000740",12
"741",2013-01-01,"010000741",49
"742",2013-01-01,"010000742",29
"743",2013-01-01,"010000743",27
"744",2013-01-01,"010000744",0
"745",2013-01-01,"010000745",49
"746",2013-01-01,"010000746",65
"747",2013-01-01,"010000747",43
"748",2013-01-01,"010000748",38
"749",2013-01-01,"010000749",28
"750",2013-01-01,"010000750",24
"751",2013-01-01,"010000751",33
"752",2013-01-01,"010000752",44
"753",2013-01-01,"010000753",27
"754",2013-01-01,"010000754",24
"755",2013-01-01,"010000755",31
"756",2013-01-01,"010000756",36
"757",2013-01-01,"010000757",36
"758",2013-01-01,"010000758",37
"759",2013-01-01,"010000759",3
"760",2013-01-01,"010000760",47
"761",2013-01-01,"010000761",36
"762",2013-01-01,"010000762",34
"763",2013-01-01,"010000763",38
"764",2013-01-01,"010000764",27
"765",2013-01-01,"010000765",41
"766",2013-01-01,"010000766",1
"767",2013-01-01,"010000767",33
"768",2013-01-01,"010000768",24
"769",2013-01-01,"010000769",17
"770",2013-01-01,"010000770",62
"771",2013-01-01,"010000771",20
"772",2013-01-01,"010000772",43
"773",2013-01-01,"010000773",15
"774",2013-01-01,"010000774",12
"775",2013-01-01,"010000775",24
"776",2013-01-01,"010000776",26
"777",2013-01-01,"010000777",-2
"778",2013-01-01,"010000778",38
"779",2013-01-01,"010000779",19
"780",2013-01-01,"010000780",-23
"781",2013-01-01,"010000781",12
"782",2013-01-01,"010000782",10
"783",2013-01-01,"010000783",32
"784",2013-01-01,"010000784",46
"785",2013-01-01,"010000785",25
"786",2013-01-01,"010000786",3
"787",2013-01-01,"010000787",45
"788",2013-01-01,"010000788",13
"789",2013-01-01,"010000789",42
"790",2013-01-01,"010000790",28
"791",2013-01-01,"010000791",37
"792",2013-01-01,"010000792",46
"793",2013-01-01,"010000793",18
"794",2013-01-01,"010000794",5
"795",2013-01-01,"010000795",31
"796",2013-01-01,"010000796",23
"797",2013-01-01,"010000797",15
"798",2013-01-01,"010000798",16
"799",2013-01-01,"010000799",22
"800",2013-01-01,"010000800",16
"801",2013-01-01,"010000801",11
"802",2013-01-01,"010000802",17
"803",2013-01-01,"010000803",32
"804",2013-01-01,"010000804",43
"805",2013-01-01,"010000805",11
"806",2013-01-01,"010000806",74
"807",2013-01-01,"010000807",-21
"808",2013-01-01,"010000808",-8
"809",2013-01-01,"010000809",39
"810",2013-01-01,"010000810",-3
"811",2013-01-01,"010000811",52
"812",2013-01-01,"010000812",31
"813",2013-01-01,"010000813",12
"814",2013-01-01,"010000814",30
"815",2013-01-01,"010000815",38
"816",2013-01-01,"010000816",17
"817",2013-01-01,"010000817",38
"818",2013-01-01,"010000818",52
"819",2013-01-01,"010000819",13
